ID,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATAL,INJURE,ACCIDENT_IDENTIFIER,SYSTEM_PART_INVOLVED,PIPE_FAC_NAME,DESIGNATED_LOCATION,FEDERAL,LOCATION_TYPE,INCIDENT_AREA_TYPE,CROSSING,PIPE_FACILITY_TYPE,INSTALLATION_YEAR,ITEM_INVOLVED,MATERIAL_INVOLVED,RELEASE_TYPE,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,WATER_CONTAM_IND,COULD_BE_HCA,COMMODITY_REACHED_HCA,ACCIDENT_PSIG,ACCIDENT_PRESSURE,INTERNAL_INSPECTION_IND,OPERATION_COMPLICATIONS_IND,PIPELINE_FUNCTION,SCADA_IN_PLACE_IND,CPM_IN_PLACE_IND,CAUSE,CAUSE_DETAILS,EST_COST_OPER_PAID,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER
1928,35.451937,-97.493498,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,20.0,0.0,20.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",OKLAHOMA CITY HIGH STREET,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTERSTATE,UNKNOWN,FLANGE ASSEMBLY,CARBON STEEL,LEAK-CRACK,NO,YES,NO,YES,YES,20.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,NATURAL FORCE DAMAGE,TEMPERATURE,0.0,2100.0,25.0,60000.0,0.0,0.0
1929,31.2322,-101.0489,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2.0,0.0,0.0,0,0,AIR PATROL,"ONSHORE PIPELINE, INCLUDING VALVE SITES",QUANAH (SONORA TO ROBERTS RANCH),MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTRASTATE,1977,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,NO,NO,950.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,CORROSION FAILURE,EXTERNAL CORROSION,0.0,52.0,43000.0,250.0,0.0,0.0
1930,48.288314,-102.92445,CRUDE OIL,0.5,0.0,0.5,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",TESORO HIGH PLAINS PIPELINE,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2017,FLANGE ASSEMBLY,MATERIAL OTHER THAN CARBON STEEL,LEAK-CONNECTION FAILURE,NO,NO,NO,NO,NO,20.0,PRESSURE DID NOT EXCEED MOP,NO,NO,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,0.0,5000.0,0.0,500.0,0.0
1931,42.22607,-104.69298,CRUDE OIL,0.22,0.0,0.22,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,PLATTE/BUERNSEY TERMINAL,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2017,VALVE,MATERIAL OTHER THAN CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,NO,NO,50.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,0.0,14.0,500.0,700.0,1000.0,0.0
1932,32.016435,-102.015482,CRUDE OIL,2.0,0.0,2.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,C91,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,UNKNOWN,AUXILIARY PIPING (E.G. DRAIN LINES),MATERIAL OTHER THAN CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,NO,NO,5.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,200.0,500.0,2500.0,0.0,0.0
1933,36.805299,-101.287597,CRUDE OIL,0.2,0.0,0.2,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,HOOKER STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,UNKNOWN,OTHER,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,NO,NO,35.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,10.0,50.0,800.0,0.0,500.0
1934,41.038343,-82.714678,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.4,0.0,0.4,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,WILLARD PUMP STATION,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2015,PUMP,CARBON STEEL,LEAK-CRACK,NO,YES,NO,YES,YES,1321.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,35.0,500.0,2650.0,0.0,0.0
1935,32.652011,-103.139865,CRUDE OIL,3.0,0.0,3.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,HOBBS STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1985,PUMP,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,NO,NO,37.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,150.0,4000.0,3500.0,0.0,0.0
1936,46.902494,-103.29561,CRUDE OIL,2.0,0.0,2.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,FRYBURG STATION,MILEPOST/VALVE STATION,YES,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,UNKNOWN,OTHER,CARBON STEEL,LEAK-CONNECTION FAILURE,NO,NO,NO,NO,NO,841.0,PRESSURE EXCEEDED 110% OF MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,150.0,5500.0,1000.0,500.0,0.0
1937,29.975419,-93.935056,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,4.6,0.0,4.6,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,SMITH BLUFF LINE,MILEPOST/VALVE STATION,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,NO,INTERSTATE,UNKNOWN,SCRAPER/PIG TRAP,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,YES,15.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,500.0,49500.0,75000.0,100000.0,0.0
1938,31.77636,-96.39561,CRUDE OIL,3.0,0.0,2.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,WTG-WORTHAM STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,UNKNOWN,PIPE,CARBON STEEL,LEAK-CRACK,NO,YES,NO,NO,NO,448.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",0.0,60.0,36330.0,4000.0,9000.0,0.0
1939,32.881883,-99.58266,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.0,0.0,3.0,0,0,"CPM LEAK DETECTION SYSTEM OR SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME CALCULATIONS)",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,SHACKLEFORD PUMP STATION,MILEPOST/VALVE STATION,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,NO,INTRASTATE,1970,VALVE,CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,NO,NO,575.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,600.0,1500.0,2000.0,13000.0,0.0
1941,33.28158,-86.80306,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.48,0.0,0.48,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,PELHAM JUNCTION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1962,PUMP,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,YES,390.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,50.0,0.0,1000.0,10000.0,0.0
1942,39.632548,-87.284127,CRUDE OIL,0.2,0.0,0.2,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,MARTINSVILLE - LIMA 22 INCH CRUDE,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,UNKNOWN,OTHER,CARBON STEEL,LEAK-OTHER,NO,YES,NO,YES,NO,642.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,INCORRECT OPERATION,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",0.0,12.0,0.0,650.0,0.0,0.0
1943,29.9105,-94.0099,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.2,0.0,0.2,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NORTH PORT ARTHUR FACILITY,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2009,VALVE,MATERIAL OTHER THAN CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,YES,YES,30.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,650.0,9000.0,0.0,0.0,0.0
1944,29.47,-90.25444,CRUDE OIL,6.67,0.0,6.67,0,0,GROUND PATROL BY OPERATOR OR ITS CONTRACTOR,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,LOOP LLC,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1980,SUMP,CARBON STEEL,OVERFILL OR OVERFLOW,NO,NO,YES,NO,NO,0.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,0.0,59.0,0.0,6639.0,0.0,0.0
1945,29.912147,-95.619236,CRUDE OIL,28.0,0.0,27.0,0,0,"CPM LEAK DETECTION SYSTEM OR SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME CALCULATIONS)",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,SATSUMA STA.,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,2012,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,YES,150.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,CORROSION FAILURE,INTERNAL CORROSION,0.0,1810.0,97518.0,180000.0,80000.0,0.0
1946,36.970815,-94.314771,CRUDE OIL,0.6,0.0,0.6,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,"CUSHING - ROXANA OZARK 22"" CRUDE",SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1949,OTHER,CARBON STEEL,LEAK-OTHER,NO,NO,NO,NO,NO,62.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,INCORRECT OPERATION,OTHER INCORRECT OPERATION ,0.0,34.0,0.0,1300.0,0.0,0.0
1947,29.707784,-95.230194,CRUDE OIL,3.0,0.0,3.0,0,0,NOTIFICATION FROM PUBLIC,"ONSHORE PIPELINE, INCLUDING VALVE SITES","SPPED JCT. - VALERO 24""",MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,NO,INTRASTATE,2013,VALVE,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,YES,YES,1.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,150.0,0.0,1000.0,0.0,0.0
1948,30.008065,-90.400803,CRUDE OIL,0.24,0.0,0.24,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,DELTA NORCO,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2013,METER/PROVER,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,YES,YES,50.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,0.0,500.0,2500.0,0.0,0.0
1949,34.202081,-97.347599,CRUDE OIL,0.48,0.0,0.48,0,0,"CPM LEAK DETECTION SYSTEM OR SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME CALCULATIONS)",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,32P WASSON - ARDMORE PIPELINE,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,UNKNOWN,PUMP,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,NO,NO,793.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,27.0,1800.0,1440.0,0.0,0.0
1950,33.362982,-83.447904,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.0,0.0,0.0,0,0,"CPM LEAK DETECTION SYSTEM OR SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME CALCULATIONS)",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,MONT BELVIEU TO APEX (DIXIE MAINLINE),MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,UNKNOWN,PUMP,CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,NO,NO,1323.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,0.0,8588.0,0.0,0.0,0.0
1951,41.514645,-87.450047,CRUDE OIL,0.48,0.0,0.48,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,GRIFFITH TERMINAL,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2015,VALVE,CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,YES,YES,150.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,0.0,41.0,0.0,36894.0,0.0,0.0
1952,29.041106,-95.366832,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,27.67,0.39,0.0,0,0,OTHER,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,50_CHOCOLATE BAYOU SYSTEM @ STRATTON RIDGE,MILEPOST/VALVE STATION,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,NO,INTRASTATE,2013,INSTRUMENTATION,MATERIAL OTHER THAN CARBON STEEL,OTHER,NO,NO,NO,YES,YES,1336.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,1104.0,7000.0,1000.0,0.0,0.0
1953,28.949544,-95.430595,CRUDE OIL,2.0,0.0,2.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,JONES CREEK,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2017,PUMP,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,NO,NO,60.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,100.0,3000.0,5000.0,0.0,0.0
1954,39.844973,-104.915381,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.19,0.0,1.19,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES","CHEYENNE-DUPONT 8""",MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1947,VALVE,CARBON STEEL,LEAK-OTHER,NO,YES,NO,YES,YES,120.0,PRESSURE DID NOT EXCEED MOP,NO,YES,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,200.0,5000.0,5000.0,0.0,0.0
1955,35.265278,-101.890833,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,35.0,0.0,35.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,AMARILLO TERMINAL,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,UNKNOWN,PUMP,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,NO,NO,250.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,3500.0,5000.0,0.0,60000.0,0.0
1956,40.5768,-74.2491,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,10.33,0.0,10.33,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,LINDEN JUNCTION,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2016,PUMP,MATERIAL OTHER THAN CARBON STEEL,OTHER,NO,YES,NO,YES,YES,300.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,500.0,2000.0,5000.0,58540.0,0.0
1957,32.016044,-102.015809,CRUDE OIL,1.0,0.0,1.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,MIDLAND STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,UNKNOWN,VALVE,CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,NO,NO,5.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,0.0,50.0,0.0,2500.0,0.0,0.0
1958,29.68136,-95.01673,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,35.0,0.0,0.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,914B-100/MORGAN'S POINT,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,UNKNOWN,VALVE,CARBON STEEL,LEAK-OTHER,NO,NO,NO,YES,YES,700.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,INCORRECT OPERATION,OTHER INCORRECT OPERATION ,0.0,3000.0,0.0,0.0,0.0,0.0
1959,32.021719,-102.016295,CRUDE OIL,20.0,0.0,20.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,MIDLAND STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2017,INSTRUMENTATION,CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,NO,NO,950.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,1000.0,0.0,15000.0,0.0,0.0
1960,29.827428,-94.940951,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3.05,0.0,0.0,0,0,OTHER,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,MONT BELVIEU STATION,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2013,TUBING,MATERIAL OTHER THAN CARBON STEEL,LEAK-OTHER,NO,NO,NO,YES,YES,978.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,0.0,85.0,200.0,0.0,0.0,0.0
1961,43.66692,-105.06688,CRUDE OIL,33.0,0.0,33.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,THUNDER CREEK,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2017,FLANGE ASSEMBLY,CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,NO,NO,5.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,0.0,0.0,5000.0,15000.0,0.0,0.0
